State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,Country,Maps,Nearest Airport,Major Railway Station,Taxi Fare (Airport to City),Scooter Rental (Per Day),Must Try Food,Travel Tip,Time Slot,Area,Ideal For,Budget Level,Nightlife Spot,Day Priority,Is_Shopping,Is_Beach,Adventure_Available,Avg_Adventure_Base_Price,Famous Market,Famous Restaurant,Best Season,Food Specialty,Tourism Score (1-10),Latitude,Longitude,Popularity Index (0-100),Nightlife Hotspot,Heritage Category,Type_Encoded,Heritage_Encoded,Nightlife Score (0-10),Place_Image_URL,Nearby_Restaurants,Nearby_Hotels,Local_Transport_Options,Nearest_Metro_Station,Avg_Local_Transport_Cost,Climate_Type,Packing_Suggestions,Recommended_Duration_Min,Recommended_Duration_Max,Short_Description,User_Rating_Avg,User_Rating_Count,Peak_Hours,Crowd_Level,Best_Visit_Time,Place_Description_AI,Common_Questions,Name_Hindi,Description_Hindi,Name_Marathi,Trip_Preference_Tags,Itinerary_Role,City_Transport_Fares_JSON,Auto_Fare_Min,Auto_Fare_PerKm,Rapido_Bike_Min,Rapido_Bike_PerKm,Ola_Car_Base,Ola_Car_PerKm,Uber_Car_Base,Uber_Car_PerKm,Uber_Auto_Min,Uber_Auto_PerKm,City_Taxi_PerKm,Transport_Fare_Note,Surge_Pricing_Note,Nightlife_Party_Info_JSON,Venue_Type,Cover_Charge,Avg_Drinks_Price,Music_Genre,Club_Timings,Dress_Code,Ladies_Night_Info,Nightlife_Note
Jammu & Kashmir,Sonmarg,Zoji La Pass,Hilltop,Ancient,2.0,4.5,0.0,Unknown,Unknown,Unknown,Unknown,0.095,April to October,India,Information not available,Sheikh ul-Alam International Airport,Srinagar Railway Station,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,Unknown,2.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,9.4,34.2805613,75.471035,92.0,Unknown,Unknown,100,2,5.2,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.5,0,,5,,,,,,,"Nature, Popular",Any Time,"{""Auto_Min"": ""\u20b920-30"", ""Auto_PerKm"": ""\u20b910-15"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b97"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b914"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b914"", ""Uber_Auto_Min"": ""\u20b920"", ""Uber_Auto_PerKm"": ""\u20b910"", ""City_Taxi_PerKm"": ""\u20b914-18/km"", ""Note"": ""Estimated 2025 Indian rates""}",₹20-30,₹10-15,₹20,₹7,₹35,₹14,₹35,₹14,₹20,₹10,₹14-18/km,Estimated 2025 Indian rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Jammu & Kashmir,Jammu,Vaishno Devi Temple,Temple,Unknown,1.0,4.7,0.0,Yes,Open All Days,Religious,No,0.205,April to October,India,Information not available,Jammu Airport,Jammu Tawi Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Medium,No,2.0,No,No,No,0.0,"Crawford Market, Colaba Causeway, Linking Road",Ahdoos,October to March,Mumbai Special Cuisine,9.4,33.0308295,74.9490416,92.0,No,Religious Heritage,3,1,5.4,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.7,0,,5,,,,,,,"Foodie, History, Popular",Morning,"{""Auto_Min"": ""\u20b920-30"", ""Auto_PerKm"": ""\u20b910-15"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b97"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b914"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b914"", ""Uber_Auto_Min"": ""\u20b920"", ""Uber_Auto_PerKm"": ""\u20b910"", ""City_Taxi_PerKm"": ""\u20b914-18/km"", ""Note"": ""Estimated 2025 Indian rates""}",₹20-30,₹10-15,₹20,₹7,₹35,₹14,₹35,₹14,₹20,₹10,₹14-18/km,Estimated 2025 Indian rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Jammu & Kashmir,Jammu,Raghunath Temple Jammu,Temple,Unknown,1.0,4.7,0.0,Yes,Open All Days,Religious,No,0.205,April to October,India,Information not available,Jammu Airport,Jammu Tawi Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Medium,No,2.0,No,No,No,0.0,"Crawford Market, Colaba Causeway, Linking Road",Ahdoos,October to March,Mumbai Special Cuisine,9.4,32.7304574,74.8619494,92.0,No,Religious Heritage,3,1,5.4,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.7,0,,5,,,,,,,"Foodie, History, Popular",Morning,"{""Auto_Min"": ""\u20b920-30"", ""Auto_PerKm"": ""\u20b910-15"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b97"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b914"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b914"", ""Uber_Auto_Min"": ""\u20b920"", ""Uber_Auto_PerKm"": ""\u20b910"", ""City_Taxi_PerKm"": ""\u20b914-18/km"", ""Note"": ""Estimated 2025 Indian rates""}",₹20-30,₹10-15,₹20,₹7,₹35,₹14,₹35,₹14,₹20,₹10,₹14-18/km,Estimated 2025 Indian rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Jammu & Kashmir,Patnitop,Nathatop,Hilltop,Ancient,2.0,4.5,0.0,Unknown,Unknown,Unknown,Unknown,0.095,April to October,India,Information not available,Jammu Airport,Udhampur Railway Station,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,Unknown,2.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,9.4,33.0926281,75.257584,92.0,Unknown,Unknown,100,2,5.2,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.5,0,,5,,,,,,,"Nature, Popular",Any Time,"{""Auto_Min"": ""\u20b920-30"", ""Auto_PerKm"": ""\u20b910-15"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b97"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b914"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b914"", ""Uber_Auto_Min"": ""\u20b920"", ""Uber_Auto_PerKm"": ""\u20b910"", ""City_Taxi_PerKm"": ""\u20b914-18/km"", ""Note"": ""Estimated 2025 Indian rates""}",₹20-30,₹10-15,₹20,₹7,₹35,₹14,₹35,₹14,₹20,₹10,₹14-18/km,Estimated 2025 Indian rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Jammu & Kashmir,Patnitop,Patnitop Park,Garden,Unknown,1.5,4.4,20.0,Yes,Open All Days,Tiered gardens with murals of Lord Krishna,Yes,0.08,April to October,India,Information not available,Jammu Airport,Udhampur Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Medium,No,2.0,No,No,No,0.0,Lal Chowk,Ahdoos,October to March,Srinagar Special Cuisine,9.4,33.0743289,75.33744089999999,92.0,No,Non-Religious,79,0,4.8,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.4,0,,5,,,,,,,"Foodie, History, Nature, Popular",Morning,"{""Auto_Min"": ""\u20b920-30"", ""Auto_PerKm"": ""\u20b910-15"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b97"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b914"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b914"", ""Uber_Auto_Min"": ""\u20b920"", ""Uber_Auto_PerKm"": ""\u20b910"", ""City_Taxi_PerKm"": ""\u20b914-18/km"", ""Note"": ""Estimated 2025 Indian rates""}",₹20-30,₹10-15,₹20,₹7,₹35,₹14,₹35,₹14,₹20,₹10,₹14-18/km,Estimated 2025 Indian rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Jammu & Kashmir,Kupwara,Bangus Valley,Scenic Viewpoint,Ancient,2.0,4.5,0.0,Unknown,Unknown,Unknown,Unknown,0.095,April to October,India,Information not available,Sheikh ul-Alam International Airport,Srinagar Railway Station,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,Unknown,2.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,9.4,34.3695256,74.0561771,92.0,Unknown,Unknown,103,2,5.2,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.5,0,,5,,,,,,,"Nature, Popular",Any Time,"{""Auto_Min"": ""\u20b920-30"", ""Auto_PerKm"": ""\u20b910-15"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b97"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b914"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b914"", ""Uber_Auto_Min"": ""\u20b920"", ""Uber_Auto_PerKm"": ""\u20b910"", ""City_Taxi_PerKm"": ""\u20b914-18/km"", ""Note"": ""Estimated 2025 Indian rates""}",₹20-30,₹10-15,₹20,₹7,₹35,₹14,₹35,₹14,₹20,₹10,₹14-18/km,Estimated 2025 Indian rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Jammu & Kashmir,Leh,Pangong Lake,Lake,Ancient,2.0,4.5,0.0,Yes,Open All Days,Nature,Yes,0.0849999999999999,May to September,India,Information not available,Kushok Bakula Rimpochee Airport,Leh Railway (Planned),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Evening,City Center,Family & Friends,Medium,No,2.0,No,No,No,0.0,"Laad Bazaar, Begum Bazaar, Shilparamam",Ahdoos,October to March,Hyderabad Special Cuisine,9.5,33.9346857,78.4527888,93.0,No,Non-Religious,34,0,5.0,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.5,0,,5,,,,,,,"Foodie, History, Nature, Popular",Evening,"{""Auto_Min"": ""₹20-30"", ""Auto_PerKm"": ""₹10-15"", ""Rapido_Bike_Min"": ""₹20"", ""Rapido_Bike_PerKm"": ""₹7"", ""Ola_Car_Base"": ""NA"", ""Ola_Car_PerKm"": ""NA"", ""Uber_Car_Base"": ""NA"", ""Uber_Car_PerKm"": ""NA"", ""Uber_Auto_Min"": ""NA"", ""Uber_Auto_PerKm"": ""NA"", ""City_Taxi_PerKm"": ""₹14-18/km"", ""Note"": ""Estimated 2025 Indian rates""}",₹20-30,₹10-15,₹20,₹7,,,,,,,₹14-18/km,Estimated 2025 Indian rates; Ola/Uber not available in this city,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Jammu & Kashmir,Leh,Magnetic Hill,Scenic Viewpoint,Ancient,2.0,4.5,0.0,Unknown,Unknown,Unknown,Unknown,0.095,May to September,India,Information not available,Kushok Bakula Rimpochee Airport,Leh Railway (Planned),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,Unknown,2.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,9.5,34.1763828,77.35505409999999,93.0,Unknown,Unknown,103,2,5.2,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.5,0,,5,,,,,,,"Nature, Popular",Any Time,"{""Auto_Min"": ""₹20-30"", ""Auto_PerKm"": ""₹10-15"", ""Rapido_Bike_Min"": ""₹20"", ""Rapido_Bike_PerKm"": ""₹7"", ""Ola_Car_Base"": ""NA"", ""Ola_Car_PerKm"": ""NA"", ""Uber_Car_Base"": ""NA"", ""Uber_Car_PerKm"": ""NA"", ""Uber_Auto_Min"": ""NA"", ""Uber_Auto_PerKm"": ""NA"", ""City_Taxi_PerKm"": ""₹14-18/km"", ""Note"": ""Estimated 2025 Indian rates""}",₹20-30,₹10-15,₹20,₹7,,,,,,,₹14-18/km,Estimated 2025 Indian rates; Ola/Uber not available in this city,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Jammu & Kashmir,Leh,Shanti Stupa Leh,Monument,Unknown,1.0,4.5,40.0,Yes,Open All Days,Historical,Yes,0.45,May to September,India,Information not available,Kushok Bakula Rimpochee Airport,Leh Railway (Planned),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Medium,No,2.0,No,No,No,0.0,"Crawford Market, Colaba Causeway, Linking Road",Bademiya,October to March,Mumbai Special Cuisine,9.5,34.17361959999999,77.5749988,93.0,Yes,Non-Religious,27,0,8.6,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.5,0,,5,,,,,,,"Foodie, History, Popular",Morning,"{""Auto_Min"": ""₹20-30"", ""Auto_PerKm"": ""₹10-15"", ""Rapido_Bike_Min"": ""₹20"", ""Rapido_Bike_PerKm"": ""₹7"", ""Ola_Car_Base"": ""NA"", ""Ola_Car_PerKm"": ""NA"", ""Uber_Car_Base"": ""NA"", ""Uber_Car_PerKm"": ""NA"", ""Uber_Auto_Min"": ""NA"", ""Uber_Auto_PerKm"": ""NA"", ""City_Taxi_PerKm"": ""₹14-18/km"", ""Note"": ""Estimated 2025 Indian rates""}",₹20-30,₹10-15,₹20,₹7,,,,,,,₹14-18/km,Estimated 2025 Indian rates; Ola/Uber not available in this city,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Jammu & Kashmir,Kargil,Drass War Memorial,Monument,Unknown,1.0,4.5,40.0,Yes,Open All Days,Historical,Yes,0.45,May to September,India,Information not available,Leh Airport,Srinagar Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Medium,No,2.0,No,No,No,0.0,"Crawford Market, Colaba Causeway, Linking Road",Bademiya,October to March,Mumbai Special Cuisine,9.5,34.4340036,75.80768139999999,93.0,Yes,Non-Religious,27,0,8.6,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.5,0,,5,,,,,,,"Foodie, History, Popular",Morning,"{""Auto_Min"": ""\u20b920-30"", ""Auto_PerKm"": ""\u20b910-15"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b97"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b914"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b914"", ""Uber_Auto_Min"": ""\u20b920"", ""Uber_Auto_PerKm"": ""\u20b910"", ""City_Taxi_PerKm"": ""\u20b914-18/km"", ""Note"": ""Estimated 2025 Indian rates""}",₹20-30,₹10-15,₹20,₹7,₹35,₹14,₹35,₹14,₹20,₹10,₹14-18/km,Estimated 2025 Indian rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Jammu & Kashmir,Kargil,Suruk Valley,Scenic Viewpoint,Ancient,2.0,4.5,0.0,Unknown,Unknown,Unknown,Unknown,0.095,May to September,India,Information not available,Leh Airport,Srinagar Railway Station,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,Unknown,2.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,9.5,34.0559239,75.9418676,93.0,Unknown,Unknown,103,2,5.2,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.5,0,,5,,,,,,,"Nature, Popular",Any Time,"{""Auto_Min"": ""\u20b920-30"", ""Auto_PerKm"": ""\u20b910-15"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b97"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b914"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b914"", ""Uber_Auto_Min"": ""\u20b920"", ""Uber_Auto_PerKm"": ""\u20b910"", ""City_Taxi_PerKm"": ""\u20b914-18/km"", ""Note"": ""Estimated 2025 Indian rates""}",₹20-30,₹10-15,₹20,₹7,₹35,₹14,₹35,₹14,₹20,₹10,₹14-18/km,Estimated 2025 Indian rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Jammu & Kashmir,Anantnag,Verinag Spring,Lake,Ancient,2.0,4.5,0.0,Yes,Open All Days,Nature,Yes,0.0849999999999999,May to September,India,Information not available,Sheikh ul-Alam International Airport,Anantnag Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Evening,City Center,Family & Friends,Medium,No,2.0,No,No,No,0.0,"Laad Bazaar, Begum Bazaar, Shilparamam",Ahdoos,October to March,Hyderabad Special Cuisine,9.5,33.534801,75.24954509999999,93.0,No,Non-Religious,34,0,5.0,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.5,0,,5,,,,,,,"Foodie, History, Nature, Popular",Evening,"{""Auto_Min"": ""\u20b920-30"", ""Auto_PerKm"": ""\u20b910-15"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b97"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b914"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b914"", ""Uber_Auto_Min"": ""\u20b920"", ""Uber_Auto_PerKm"": ""\u20b910"", ""City_Taxi_PerKm"": ""\u20b914-18/km"", ""Note"": ""Estimated 2025 Indian rates""}",₹20-30,₹10-15,₹20,₹7,₹35,₹14,₹35,₹14,₹20,₹10,₹14-18/km,Estimated 2025 Indian rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Jammu & Kashmir,Pulwama,Aharbal Waterfall,Waterfall,Ancient,1.5,4.5,0.0,No,Open All Days,Nature,Yes,0.1,May to September,India,Information not available,Sheikh ul-Alam International Airport,Awantipora Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Medium,No,2.0,No,No,No,0.0,"Anjuna Flea Market, Mapusa Market, Calangute Market",Cherrapunji Famous Restaurant,October to March,Goa Special Cuisine,9.5,33.6510032,74.7862718,93.0,No,Non-Religious,21,0,5.0,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.5,0,,5,,,,,,,"Foodie, History, Nature, Popular",Morning,"{""Auto_Min"": ""\u20b920-30"", ""Auto_PerKm"": ""\u20b910-15"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b97"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b914"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b914"", ""Uber_Auto_Min"": ""\u20b920"", ""Uber_Auto_PerKm"": ""\u20b910"", ""City_Taxi_PerKm"": ""\u20b914-18/km"", ""Note"": ""Estimated 2025 Indian rates""}",₹20-30,₹10-15,₹20,₹7,₹35,₹14,₹35,₹14,₹20,₹10,₹14-18/km,Estimated 2025 Indian rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Jammu & Kashmir,Dachigam,Dachigam National Park,Wildlife,Ancient,2.0,4.5,300.0,Unknown,Unknown,Famous for Ranthambore National Park and tiger reserve,Unknown,0.095,May to September,India,Information not available,Sheikh ul-Alam International Airport,Srinagar Railway Station,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,Unknown,2.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,9.5,34.1371836,75.03775,93.0,Unknown,Unknown,92,2,5.2,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.5,0,,5,,,,,,,"Nature, Popular",Any Time,"{""Auto_Min"": ""\u20b920-30"", ""Auto_PerKm"": ""\u20b910-15"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b97"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b914"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b914"", ""Uber_Auto_Min"": ""\u20b920"", ""Uber_Auto_PerKm"": ""\u20b910"", ""City_Taxi_PerKm"": ""\u20b914-18/km"", ""Note"": ""Estimated 2025 Indian rates""}",₹20-30,₹10-15,₹20,₹7,₹35,₹14,₹35,₹14,₹20,₹10,₹14-18/km,Estimated 2025 Indian rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Ladakh,Leh,Hall of Fame Museum,Museum,Unknown,2.0,4.5,30.0,Yes,Monday,Historical,Yes,0.08,May to September,India,Information not available,Kushok Bakula Rimpochee Airport,Leh Railway (Planned),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Afternoon,City Center,Family & Friends,High,No,2.0,No,No,No,0.0,"New Market, Gariahat Market, College Street",6 Ballygunge Place,October to March,Kolkata Special Cuisine,9.6,34.1392194,77.5411991,94.0,No,Non-Religious,10,0,5.2,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.5,0,,5,,,,,,,"Foodie, History, Museum, Popular",Afternoon,"{""Auto_Min"": ""₹20-30"", ""Auto_PerKm"": ""₹10-15"", ""Rapido_Bike_Min"": ""₹20"", ""Rapido_Bike_PerKm"": ""₹7"", ""Ola_Car_Base"": ""NA"", ""Ola_Car_PerKm"": ""NA"", ""Uber_Car_Base"": ""NA"", ""Uber_Car_PerKm"": ""NA"", ""Uber_Auto_Min"": ""NA"", ""Uber_Auto_PerKm"": ""NA"", ""City_Taxi_PerKm"": ""₹14-18/km"", ""Note"": ""Estimated 2025 Indian rates""}",₹20-30,₹10-15,₹20,₹7,,,,,,,₹14-18/km,Estimated 2025 Indian rates; Ola/Uber not available in this city,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Ladakh,Nubra Valley,Diskit Monastery,Temple,Unknown,1.0,4.7,0.0,Yes,Open All Days,Religious,No,0.205,May to September,India,Information not available,Kushok Bakula Rimpochee Airport,Leh Railway (Planned),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,High,No,2.0,No,No,No,0.0,"Crawford Market, Colaba Causeway, Linking Road",Ahdoos,October to March,Mumbai Special Cuisine,9.6,34.5414475,77.5605503,94.0,No,Religious Heritage,3,1,5.4,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.7,0,,5,,,,,,,"Foodie, History, Popular",Morning,"{""Auto_Min"": ""₹20-30"", ""Auto_PerKm"": ""₹10-15"", ""Rapido_Bike_Min"": ""₹20"", ""Rapido_Bike_PerKm"": ""₹7"", ""Ola_Car_Base"": ""NA"", ""Ola_Car_PerKm"": ""NA"", ""Uber_Car_Base"": ""NA"", ""Uber_Car_PerKm"": ""NA"", ""Uber_Auto_Min"": ""NA"", ""Uber_Auto_PerKm"": ""NA"", ""City_Taxi_PerKm"": ""₹14-18/km"", ""Note"": ""Estimated 2025 Indian rates""}",₹20-30,₹10-15,₹20,₹7,,,,,,,₹14-18/km,Estimated 2025 Indian rates; Ola/Uber not available in this city,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Ladakh,Hanle,Indian Astronomical Observatory Hanle,Scenic Viewpoint,Ancient,2.0,4.5,0.0,Unknown,Unknown,Unknown,Unknown,0.095,May to September,India,Information not available,Kushok Bakula Rimpochee Airport,Leh Railway (Planned),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,High,Unknown,2.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,9.6,32.7796834,78.9639487,94.0,Unknown,Unknown,103,2,5.2,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.5,0,,5,,,,,,,"Nature, Popular",Any Time,"{""Auto_Min"": ""\u20b920-30"", ""Auto_PerKm"": ""\u20b910-15"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b97"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b914"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b914"", ""Uber_Auto_Min"": ""\u20b920"", ""Uber_Auto_PerKm"": ""\u20b910"", ""City_Taxi_PerKm"": ""\u20b914-18/km"", ""Note"": ""Estimated 2025 Indian rates""}",₹20-30,₹10-15,₹20,₹7,₹35,₹14,₹35,₹14,₹20,₹10,₹14-18/km,Estimated 2025 Indian rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Ladakh,Leh,Shey Palace,Palace,Unknown,1.5,4.4,120.0,Yes,Open All Days,Historical,Yes,0.12,May to September,India,Information not available,Kushok Bakula Rimpochee Airport,Leh Railway (Planned),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,High,No,2.0,No,No,No,0.0,"Johari Bazaar, Bapu Bazaar, Tripolia Bazaar",Ambrai,October to March,Jaipur Special Cuisine,9.7,34.0716582,77.6327901,95.0,No,Non-Religious,36,0,4.8,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.4,0,,5,,,,,,,"Foodie, History, Popular",Morning,"{""Auto_Min"": ""₹20-30"", ""Auto_PerKm"": ""₹10-15"", ""Rapido_Bike_Min"": ""₹20"", ""Rapido_Bike_PerKm"": ""₹7"", ""Ola_Car_Base"": ""NA"", ""Ola_Car_PerKm"": ""NA"", ""Uber_Car_Base"": ""NA"", ""Uber_Car_PerKm"": ""NA"", ""Uber_Auto_Min"": ""NA"", ""Uber_Auto_PerKm"": ""NA"", ""City_Taxi_PerKm"": ""₹14-18/km"", ""Note"": ""Estimated 2025 Indian rates""}",₹20-30,₹10-15,₹20,₹7,,,,,,,₹14-18/km,Estimated 2025 Indian rates; Ola/Uber not available in this city,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
